2018-08-27 06:34:44.518901,84.2697
2018-08-27 06:39:44.518901,84.2697
2018-08-27 06:44:44.518901,84.0619
2018-08-27 06:49:44.518901,85.6542
2018-08-27 06:54:44.518901,87.2093
2018-08-27 06:59:44.518901,87.1246
2018-08-27 07:04:44.518901,86.8726
2018-08-27 07:09:44.518901,86.7052
2018-08-27 07:14:44.518901,87.5899
2018-08-27 07:19:44.518901,89.1475
2018-08-27 07:24:44.518901,89.8204
2018-08-27 07:29:44.518901,89.8204
2018-08-27 07:34:44.518901,90.4375
2018-08-27 07:39:44.518901,91.7605
2018-08-27 07:44:44.518901,93.1081
2018-08-27 07:49:44.518901,94.3291
2018-08-27 07:54:44.518901,95.8003
2018-08-27 07:59:44.518901,97.5119
2018-08-27 08:04:44.518901,98.7457
2018-08-27 08:09:44.518901,98.904
2018-08-27 08:14:44.518901,98.3437
2018-08-27 08:19:44.518901,98.3075
2018-08-27 08:24:44.518901,98.8313
2018-08-27 08:29:44.518901,99.0789
2018-08-27 08:34:44.518901,98.8157
2018-08-27 08:39:44.518901,98.2998
2018-08-27 08:44:44.518901,97.7311
2018-08-27 08:49:44.518901,97.6471
2018-08-27 08:54:44.518901,97.7922
2018-08-27 08:59:44.518901,97.2974
2018-08-27 09:04:44.518901,96.2042
2018-08-27 09:09:44.518901,95.2318
2018-08-27 09:14:44.518901,94.9367
2018-08-27 09:19:44.518901,95.0867
2018-08-27 09:24:44.518901,95.389
2018-08-27 09:29:44.518901,95.5414
2018-08-27 09:34:44.518901,95.2439
2018-08-27 09:39:44.518901,94.9415
2018-08-27 09:44:44.518901,95.3557
2018-08-27 09:49:44.518901,96.3423
2018-08-27 09:54:44.518901,97.1563
2018-08-27 09:59:44.518901,97.4026
2018-08-27 10:04:44.518901,96.7028
2018-08-27 10:09:44.518901,96.5516
2018-08-27 10:14:44.518901,97.9837
2018-08-27 10:19:44.518901,98.9879
2018-08-27 10:24:44.518901,97.6312
2018-08-27 10:29:44.518901,95.4064
2018-08-27 10:34:44.518901,93.8603
2018-08-27 10:39:44.518901,93.0552
2018-08-27 10:44:44.518901,94.6012
2018-08-27 10:49:44.518901,95.8476
2018-08-27 10:54:44.518901,95.7692
2018-08-27 10:59:44.518901,95.9236
2018-08-27 11:04:44.518901,95.7692
2018-08-27 11:09:44.518901,95.9211
2018-08-27 11:14:44.518901,95.8501
2018-08-27 11:19:44.518901,94.6703
2018-08-27 11:24:44.518901,93.0993
2018-08-27 11:29:44.518901,91.972
2018-08-27 11:34:44.518901,91.7821
2018-08-27 11:39:44.518901,91.7911
2018-08-27 11:44:44.518901,90.807
2018-08-27 11:49:44.518901,89.3196
2018-08-27 11:54:44.518901,88.1511
2018-08-27 11:59:44.518901,88.7762
2018-08-27 12:04:44.518901,90.2265
2018-08-27 12:09:44.518901,90.8066
2018-08-27 12:14:44.518901,91.2284
2018-08-27 12:19:44.518901,92.4238
2018-08-27 12:24:44.518901,93.243
2018-08-27 12:29:44.518901,92.8472
2018-08-27 12:34:44.518901,92.5926
2018-08-27 12:39:44.518901,91.7778
2018-08-27 12:44:44.518901,91.2974
2018-08-27 12:49:44.518901,91.6364
2018-08-27 12:54:44.518901,91.2952
2018-08-27 12:59:44.518901,91.771
2018-08-27 13:04:44.518901,93.2285
